Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,IsCatamarans,LOA,LWL,Beam,SA,Draft,Displacement,GDP,Gini,YearDis
Beneteau,Oceanis 50,49,Europe,United Kingdom,199781,2006,0,15.1,13.3,4.5,109.9,1.7,12453,42747,35.5,14
Dehler,41,40,Europe,United Kingdom,199823,2012,0,12.4,11.5,3.93,91.97,2.15,8195,42747,35.5,8
Broadblue,385,38.7,Europe,United Kingdom,200493,2007,1,11.79,10.9,5.97,72.09,1.04,7201,42747,35.5,13
Beneteau,Oceanis Clipper 523,53,Europe,United Kingdom,206509,2008,0,16.2,14.63,4.9,124.86,2.4,14000,42747,35.5,12
Jeanneau,Sun Odyssey 409,40,Europe,United Kingdom,210526,2015,0,14.78,13.23,4.47,108.98,2.23,11290,42747,35.5,5
Jeanneau,Sun Odyssey 45 DS,45,Europe,United Kingdom,213192,2011,0,13.75,11.45,4.37,99.6,2.05,9900,42747,35.5,9
Dufour,412 GL,40,Europe,United Kingdom,216502,2019,0,12.35,11.15,4.2,70.98,2.1,8940,42747,35.5,1
Dehler,41,40,Europe,United Kingdom,219832,2013,0,12.4,11.5,3.93,91.97,2.15,8195,42747,35.5,7
Broadblue,385,38.7,Europe,United Kingdom,219923,2006,1,11.79,10.9,5.97,72.09,1.04,7201,42747,35.5,14
Broadblue,385,38.7,Europe,United Kingdom,220542,2006,1,11.79,10.9,5.97,72.09,1.04,7201,42747,35.5,14
Jeanneau,Sun Odyssey 419,41,Europe,United Kingdom,226487,2017,0,12.75,11,3.99,75.99,2.1,7860,42747,35.5,3
Najad,380,38,Europe,United Kingdom,233156,2005,0,11.55,9.9,3.65,64.2,1.95,9100,42747,35.5,15
Hanse,540e,52,Europe,United Kingdom,239750,2007,0,16.08,14.6,4.91,133.32,2.8,18700,42747,35.5,13
Jeanneau,Sun Odyssey 44i,45,Europe,United Kingdom,239849,2010,0,13.75,11.45,4.37,100.52,2.05,9930,42747,35.5,10
Hanse,415,40,Europe,United Kingdom,239849,2016,0,12.4,11.4,4.17,83.52,2.1,8900,42747,35.5,4
Jeanneau,Sun Odyssey 41DS,40,Europe,United Kingdom,239849,2016,0,12.32,11,3.99,74.6,2.08,8770,42747,35.5,4
Jeanneau,Sun Odyssey 44 DS,44,Europe,United Kingdom,251808,2012,0,13.34,12,4.24,77.57,2.2,9750,42747,35.5,8
Grand Soleil,50,49,Europe,United Kingdom,252527,2005,0,15.15,13.42,4.58,138.98,2.9,13000,42747,35.5,15
Jeanneau,Sun Odyssey 449,45,Europe,United Kingdom,261122,2016,0,13.74,11.99,4.22,90.95,2.19,9640,42747,35.5,4
Bavaria,47 Cruiser,47,Europe,United Kingdom,265131,2009,0,12.99,11.4,3.99,85.47,1.8,9200,42747,35.5,11
Jeanneau,Sun Odyssey 54 DS,55,Europe,United Kingdom,278454,2008,0,16.74,14.78,4.85,112.78,1.98,17000,42747,35.5,12
Bavaria,Cruiser 46 Style,46,Europe,United Kingdom,279720,2016,0,14.27,12.74,4.35,107.95,2.1,12600,42747,35.5,4
Island Packet,420,44,Europe,United Kingdom,286566,2005,0,13.59,11.38,4.34,85.84,1.52,13608,42747,35.5,15
J Boats,J 122,43,Europe,United Kingdom,287721,2011,0,12.19,10.55,3.63,80.36,2.2,6759,42747,35.5,9
Jeanneau,Sun Odyssey 44 DS,44,Europe,United Kingdom,293043,2016,0,13.34,12,4.24,77.57,2.2,9750,42747,35.5,4
Jeanneau,Sun Odyssey 469,46,Europe,United Kingdom,293110,2014,0,14.05,12.54,4.49,92.9,2.24,10809,42747,35.5,6
Bavaria,Cruiser 46S,46,Europe,United Kingdom,299705,2017,0,14.27,12.74,4.35,107.95,2.1,12600,42747,35.5,3
Hallberg-Rassy,40,40,Europe,United Kingdom,299771,2005,0,12.4,10.6,3.82,80.8,1.99,10000,42747,35.5,15
Southerly,42 RST,42,Europe,United Kingdom,300510,2009,0,12.86,11.11,4.03,73.62,2.72,11250,42747,35.5,11
Malo,40,40,Europe,United Kingdom,319090,2010,0,12.4,10,3.83,72.46,1.92,9480,42747,35.5,10
Malo,40,40,Europe,United Kingdom,332413,2008,0,12.4,10,3.83,72.46,1.92,9480,42747,35.5,12
Maxi,1300,41,Europe,United Kingdom,346474,2007,0,12.7,11.32,3.8,89.3,2.25,8300,42747,35.5,13
Grand Soleil,56,55,Europe,United Kingdom,353064,2008,0,17.07,14.63,4.34,50.69,2.74,9979,42747,35.5,12
Rustler,42,42,Europe,United Kingdom,358393,2007,0,12.8,10.21,4.06,88.26,1.88,11793,42747,35.5,13
Island Packet,440,45,Europe,United Kingdom,366387,2008,0,13.94,11.61,4.37,105.07,1.52,14515,42747,35.5,12
Sunbeam,42.1,42,Europe,United Kingdom,379710,2014,0,12.9,11.45,3.98,91,2.1,10500,42747,35.5,6
Malo,46,46,Europe,United Kingdom,393128,2005,0,14.2,11.65,4.12,117,2.08,14100,42747,35.5,15
Najad,440 CC,44,Europe,United Kingdom,413104,2006,0,13.3,11.5,3.99,91.97,2.2,14500,42747,35.5,14
Hylas,46,46,Europe,United Kingdom,425675,2008,0,14.1,12.19,4.19,108.7,1.98,12599,42747,35.5,12
Beneteau,Oceanis 55,55,Europe,United Kingdom,426342,2015,0,16.79,15.16,4.95,134.71,2.21,16695,42747,35.5,5
Jeanneau,51,51,Europe,United Kingdom,433003,2017,0,5.15,4.65,1.86,11.98,1.08,360,42747,35.5,3
Rustler,42,42,Europe,United Kingdom,465645,2013,0,12.8,10.21,4.06,88.26,1.88,11793,42747,35.5,7
Southerly,420,42,Europe,United Kingdom,479634,2012,0,12.86,11.11,4.03,72.93,2.72,11800,42747,35.5,8
Rustler,44,44,Europe,United Kingdom,492394,2011,0,13.5,11.04,4.2,92.25,2.1,13700,42747,35.5,9
Jeanneau,Sun Odyssey 54 DS,55,Europe,United Kingdom,512942,2017,0,16.74,14.78,4.85,112.78,1.98,17000,42747,35.5,3
X-Yachts,X4,43,Europe,United Kingdom,546613,2019,0,15.08,13.58,4.49,22.83,2.4,12900,42747,35.5,1
Jeanneau,Sun Odyssey 54 DS,55,Europe,United Kingdom,599687,2017,0,16.74,14.78,4.85,112.78,1.98,17000,42747,35.5,3
Hanse,548,54,Europe,United Kingdom,632851,2018,0,16.22,14.9,5.05,136.1,2.55,19600,42747,35.5,2
Oyster,53,53,Europe,United Kingdom,646174,2007,0,11.5,9.9,3.7,60.11,2,5800,42747,35.5,13
Oyster,54,54,Europe,United Kingdom,692805,2009,0,14.81,12.36,4.41,119.94,2.16,16000,42747,35.5,11
Wauquiez,Pilot Saloon 48,48,Europe,United Kingdom,757770,2016,0,14.77,12.75,4.61,102,2.1,14000,42747,35.5,4
Discovery,55,55,Europe,United Kingdom,766082,2010,0,16.7,15,4.78,115,2.23,22500,42747,35.5,10
Southerly,48,48,Europe,United Kingdom,1192424,2019,0,14.5,13.5,4.46,130,3.12,18991,42747,35.5,1
Oyster,545,54,Europe,United Kingdom,1259040,2015,0,14.81,12.36,4.41,119.94,2.16,16000,42747,35.5,5
Discovery,55,55,Europe,United Kingdom,1885229,2018,0,16.7,15,4.78,115,2.23,22500,42747,35.5,2
Jeanneau,Sun Odyssey 469,46,Caribbean,British Virgin Islands,45000,2016,0,14.05,12.54,4.49,92.9,2.24,10809,42747,32.8,4
Leopard,Sunsail 404,39,Caribbean,British Virgin Islands,95000,2015,1,13.6,12.4,4.18,117.89,2.6,9800,42747,32.8,5
Beneteau,Oceanis 43,43,Caribbean,British Virgin Islands,99000,2010,0,13.15,11.75,3.94,79.9,1.7,8845,42747,32.8,10
Beneteau,Oceanis 40,40,Caribbean,British Virgin Islands,99600,2011,0,12.15,10.35,3.91,63.27,1.9,8260,42747,32.8,9
Leopard,39,37.5,Caribbean,British Virgin Islands,105000,2014,1,11.43,10.97,6.02,92.07,1.04,9126,42747,32.8,6
Leopard,39,37.5,Caribbean,British Virgin Islands,110000,2014,1,11.43,10.97,6.02,92.07,1.04,9126,42747,32.8,6
Leopard,47,47,Caribbean,British Virgin Islands,115000,2008,1,14.27,12.75,7.39,123.93,1.32,10170,42747,32.8,12
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,115000,2016,0,11.5,10.72,3.99,65.7,2.08,6850,42747,32.8,4
Dufour,382 GL,37,Caribbean,British Virgin Islands,119000,2015,0,11.25,9.87,3.85,58,1.9,7060,42747,32.8,5
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,119000,2016,0,11.5,10.72,3.99,65.7,2.08,6850,42747,32.8,4
Leopard,46,46,Caribbean,British Virgin Islands,126000,2011,1,14.53,11.3,4.11,99.96,3.08,14515,42747,32.8,9
Dufour,382 GL,37,Caribbean,British Virgin Islands,129000,2015,0,11.25,9.87,3.85,58,1.9,7060,42747,32.8,5
Dufour,382 GL,37,Caribbean,British Virgin Islands,130000,2015,0,11.25,9.87,3.85,58,1.9,7060,42747,32.8,5
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,139000,2015,0,12.38,11.3,4.2,83.8,2.05,8450,42747,32.8,5
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,139000,2017,0,11.5,10.72,3.99,65.7,2.08,6850,42747,32.8,3
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,139000,2017,0,11.73,10.39,3.76,70.05,1.98,6920,42747,32.8,3
Beneteau,First 40,40,Caribbean,British Virgin Islands,140000,2011,0,12.24,10.67,3.89,78.78,2.45,7536,42747,32.8,9
Jeanneau,Sun Odyssey 42 DS,42,Caribbean,British Virgin Islands,149000,2008,0,12.93,11.6,4.13,71.35,2.13,8925,42747,32.8,12
Leopard,48,48,Caribbean,British Virgin Islands,149000,2015,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,5
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,149000,2016,0,12.38,11.3,4.2,83.8,2.05,8450,42747,32.8,4
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,155000,2015,0,12.38,11.3,4.2,83.8,2.05,8450,42747,32.8,5
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,159000,2016,0,12.38,11.3,4.2,83.8,2.05,8450,42747,32.8,4
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,159000,2016,0,13.84,12.8,4.5,99.96,2.16,9547,42747,32.8,4
Dufour,412,40,Caribbean,British Virgin Islands,159000,2016,0,12.35,11.15,4.2,70.98,2.1,8940,42747,32.8,4
Beneteau,Oceanis 38,38,Caribbean,British Virgin Islands,159000,2017,0,11.5,10.72,3.99,65.7,2.08,6850,42747,32.8,3
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,159000,2018,0,11.73,10.39,3.76,70.05,1.98,6920,42747,32.8,2
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,159000,2018,0,11.73,10.39,3.76,70.05,1.98,6920,42747,32.8,2
Beneteau,Oceanis 41,40,Caribbean,British Virgin Islands,159995,2017,0,12.38,11.3,4.2,83.8,2.05,8450,42747,32.8,3
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,160000,2016,0,16.69,14.99,4.9,123.47,2.31,14322,42747,32.8,4
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,165000,2018,0,11.73,10.39,3.76,70.05,1.98,6920,42747,32.8,2
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,169000,2015,0,16.69,14.99,4.9,123.47,2.31,14322,42747,32.8,5
Dufour,412,40,Caribbean,British Virgin Islands,169000,2016,0,12.35,11.15,4.2,70.98,2.1,8940,42747,32.8,4
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,172000,2015,0,13.84,12.8,4.5,99.96,2.16,9547,42747,32.8,5
Beneteau,Oceanis 50 F G5,49,Caribbean,British Virgin Islands,179000,2011,0,15.1,13.3,4.5,109.9,1.7,12453,42747,32.8,9
Jeanneau,Sun Odyssey 479,46,Caribbean,British Virgin Islands,184999,2016,0,14.05,12.54,4.49,42.4,2.24,10809,42747,32.8,4
Leopard,38,37.5,Caribbean,British Virgin Islands,185000,2010,1,11.43,10.97,6.02,92.07,1.12,8977,42747,32.8,10
Fountaine Pajot,Lavezzi 40,39,Caribbean,Cayman Islands,186733,2008,1,11.92,11.92,6.52,90.02,1.1,6000,42747,32.8,12
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,189000,2015,0,16.69,14.99,4.9,123.47,2.31,14322,42747,32.8,5
Jeanneau,Sun Odyssey 509,50,Caribbean,British Virgin Islands,189000,2015,0,15.38,13.92,4.69,113.9,2.28,13900,42747,32.8,5
Jeanneau,Sun Odyssey 479,46,Caribbean,British Virgin Islands,189000,2016,0,14.05,12.54,4.49,42.4,2.24,10809,42747,32.8,4
Hanse,415,40,Caribbean,British Virgin Islands,189000,2017,0,12.4,11.4,4.17,83.52,2.1,8900,42747,32.8,3
Jeanneau,Sun Odyssey 389,39,Caribbean,British Virgin Islands,189000,2019,0,11.73,10.39,3.76,70.05,1.98,6920,42747,32.8,1
Beneteau,Oceanis 50,49,Europe,Gibraltar,193186,2008,0,15.1,13.3,4.5,109.9,1.7,12453,42747,32.8,12
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,194000,2016,0,16.69,14.99,4.9,123.47,2.31,14322,42747,32.8,4
Lagoon,400,39,Caribbean,British Virgin Islands,195000,2010,1,11.97,11.45,7.25,83.89,1.21,10220,42747,32.8,10
Leopard,48,48,Caribbean,British Virgin Islands,195000,2017,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,3
Jeanneau,Sun Odyssey 419,41,Caribbean,British Virgin Islands,195000,2019,0,12.75,11,3.99,75.99,2.1,7860,42747,32.8,1
Bavaria,Cruiser 46,46,Caribbean,British Virgin Islands,198000,2015,0,14.27,12.74,4.35,107.95,2.1,12600,42747,32.8,5
Dufour,450 Liberty version,45,Caribbean,British Virgin Islands,199000,2014,0,4.7,4.47,2.12,11.98,1.45,400,42747,32.8,6
Jeanneau,Sun Odyssey 509,50,Caribbean,British Virgin Islands,199000,2015,0,15.38,13.92,4.69,113.9,2.28,13900,42747,32.8,5
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,199000,2016,0,13.84,12.8,4.5,99.96,2.16,9547,42747,32.8,4
Jeanneau,Sun Odyssey 479,46,Caribbean,British Virgin Islands,199000,2016,0,14.05,12.54,4.49,42.4,2.24,10809,42747,32.8,4
Hanse,415,40,Caribbean,British Virgin Islands,204500,2016,0,12.4,11.4,4.17,83.52,2.1,8900,42747,32.8,4
Beneteau,Oceanis 45,45,Caribbean,British Virgin Islands,208936,2014,0,13.84,12.8,4.5,99.96,2.16,9547,42747,32.8,6
Jeanneau,Sun Odyssey 509,50,Caribbean,British Virgin Islands,209000,2015,0,15.38,13.92,4.69,113.9,2.28,13900,42747,32.8,5
Beneteau,Oceanis 54,54,Caribbean,British Virgin Islands,215000,2012,0,13.84,12.8,4.5,99.96,2.16,9547,42747,32.8,8
Lagoon,380,38,Caribbean,British Virgin Islands,229000,2014,1,11.55,11,6.53,77.02,1.15,7260,42747,32.8,6
Bavaria,41 Cruiser,40,Caribbean,British Virgin Islands,229000,2018,0,12.35,10.75,3.96,81.94,2.05,8680,42747,32.8,2
Dufour,412,40,Caribbean,British Virgin Islands,229000,2018,0,12.35,11.15,4.2,70.98,2.1,8940,42747,32.8,2
Bavaria,Cruiser 46,46,Caribbean,British Virgin Islands,234000,2016,0,14.27,12.74,4.35,107.95,2.1,12600,42747,32.8,4
Lagoon,400,39,Caribbean,British Virgin Islands,240000,2013,1,11.97,11.45,7.25,83.89,1.21,10220,42747,32.8,7
Bavaria,41 Cruiser,40,Caribbean,British Virgin Islands,255000,2018,0,12.35,10.75,3.96,81.94,2.05,8680,42747,32.8,2
Jeanneau,Sun Odyssey 519,51,Caribbean,British Virgin Islands,259000,2016,0,15.75,13.92,4.67,113.99,2.26,13900,42747,32.8,4
Beneteau,Oceanis 48,48,Caribbean,British Virgin Islands,275000,2018,0,14.61,13.11,4.75,104.42,2.16,13296,42747,32.8,2
Hanse,455,44,Caribbean,British Virgin Islands,279000,2015,0,13.55,12.2,4.38,102.99,2.25,11600,42747,32.8,5
Southerly,38,39,Europe,Jersey,279845,2010,0,11.99,10.97,3.96,71.54,2.59,9921,42747,32.8,10
Hanse,455,44,Caribbean,British Virgin Islands,279900,2015,0,13.55,12.2,4.38,102.99,2.25,11600,42747,32.8,5
Beneteau,Oceanis 48,48,Caribbean,British Virgin Islands,289000,2017,0,14.61,13.11,4.75,104.42,2.16,13296,42747,32.8,3
Lagoon,420,41,Caribbean,Cayman Islands,297560,2008,1,12.6,12.29,7.49,75.16,1.27,7276,42747,32.8,12
Lagoon,420,41,Caribbean,Cayman Islands,297902,2008,1,12.6,12.29,7.49,75.16,1.27,7276,42747,32.8,12
Lagoon,420,41,Caribbean,British Virgin Islands,309079,2008,1,12.6,12.29,7.49,75.16,1.27,7276,42747,32.8,12
Lagoon,420,41,Caribbean,Cayman Islands,309705,2008,1,12.6,12.29,7.49,75.16,1.27,7276,42747,32.8,12
Lagoon,420,41,Caribbean,British Virgin Islands,309739,2008,1,12.6,12.29,7.49,75.16,1.27,7276,42747,32.8,12
Lagoon,420,41,Caribbean,Cayman Islands,310061,2008,1,12.6,12.29,7.49,75.16,1.27,7276,42747,32.8,12
Leopard,44,42.5,Caribbean,British Virgin Islands,315000,2012,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,8
Jeanneau,Sun Odyssey 440,42,Caribbean,British Virgin Islands,319782,2019,0,13,12,4.29,78.22,2.2,8561,42747,32.8,1
Leopard,44,42.5,Caribbean,British Virgin Islands,329000,2015,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,5
Leopard,44,42.5,Caribbean,British Virgin Islands,329000,2015,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,5
Leopard,44,42.5,Caribbean,British Virgin Islands,339000,2015,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,5
Leopard,44,42.5,Caribbean,British Virgin Islands,339000,2015,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,5
Leopard,44,42.5,Caribbean,British Virgin Islands,349000,2015,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,5
Leopard,44,42.5,Caribbean,British Virgin Islands,350000,2012,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,8
Leopard,44,42.5,Caribbean,British Virgin Islands,350000,2012,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,8
Nautitech,40 Open,39.5,Caribbean,British Virgin Islands,380000,2016,1,11.98,11.94,6.91,90.95,1.35,8502,42747,32.8,4
Leopard,44,42.5,Caribbean,British Virgin Islands,389000,2016,1,12.98,12.7,7.25,122.91,1.27,12615,42747,32.8,4
Grand Soleil,50,49,Europe,Jersey,393034,2012,0,15.15,13.42,4.58,138.98,2.9,13000,42747,32.8,8
Leopard,48 Crewed Version,48,Caribbean,British Virgin Islands,400000,2014,1,16.65,13.4,4.5,137.3,3,10500,42747,32.8,6
Lagoon,450,45.8,Caribbean,British Virgin Islands,400142,2014,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,6
Leopard,48,48,Caribbean,British Virgin Islands,419000,2013,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,7
Leopard,48,48,Caribbean,British Virgin Islands,429000,2014,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,6
Lagoon,50,48,Caribbean,British Virgin Islands,449000,2006,1,14.75,14.31,8.1,144,1.4,19956,42747,32.8,14
Lagoon,450F,45.8,Caribbean,British Virgin Islands,449000,2013,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,7
Leopard,48,48,Caribbean,British Virgin Islands,449000,2013,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,7
Leopard,48,48,Caribbean,British Virgin Islands,449000,2013,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,7
Leopard,48,48,Caribbean,British Virgin Islands,449000,2014,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,6
Lagoon,450,45.8,Caribbean,British Virgin Islands,450000,2013,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,7
Leopard,48,48,Caribbean,British Virgin Islands,455000,2014,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,6
Leopard,48,48,Caribbean,British Virgin Islands,459000,2016,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,4
Leopard,48 Crewed Version,48,Caribbean,British Virgin Islands,465000,2016,1,16.65,13.4,4.5,137.3,3,10500,42747,32.8,4
Leopard,48,48,Caribbean,British Virgin Islands,465000,2016,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,4
Lagoon,450F,45.8,Caribbean,British Virgin Islands,469000,2014,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,6
Leopard,48,48,Caribbean,British Virgin Islands,479000,2013,1,14.75,13.85,7.64,144.37,1.47,17000,42747,32.8,7
Lagoon,400,39,Caribbean,British Virgin Islands,485500,2019,1,11.97,11.45,7.25,83.89,1.21,10220,42747,32.8,1
Lagoon,400,39,Caribbean,British Virgin Islands,486056,2019,1,11.97,11.45,7.25,83.89,1.21,10220,42747,32.8,1
Lagoon,450,45.8,Caribbean,British Virgin Islands,495000,2015,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,5
Nautitech,46 Fly,45,Caribbean,British Virgin Islands,519000,2016,1,14.1,12.19,4.19,108.7,1.98,12599,42747,32.8,4
Nautitech,46 Fly,45,Caribbean,British Virgin Islands,519000,2017,1,14.1,12.19,4.19,108.7,1.98,12599,42747,32.8,3
Fountaine Pajot,Helia 44,43.6,Caribbean,British Virgin Islands,529000,2017,1,13.3,12.64,7.4,69.96,1.15,10800,42747,32.8,3
Lagoon,450,45.8,Caribbean,British Virgin Islands,529000,2017,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,3
Fountaine Pajot,Helia 44,43.6,Caribbean,British Virgin Islands,540000,2017,1,13.3,12.64,7.4,69.96,1.15,10800,42747,32.8,3
Jeanneau,Sun Odyssey 519,51,Caribbean,British Virgin Islands,545950,2018,0,15.75,13.92,4.67,113.99,2.26,13900,42747,32.8,2
Lagoon,450,45.8,Caribbean,British Virgin Islands,549000,2018,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,2
Lagoon,450,45.8,Caribbean,British Virgin Islands,590000,2019,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,1
Fountaine Pajot,SABA 50,49,Caribbean,British Virgin Islands,595000,2016,1,14.98,14.3,7.99,119.94,1.25,15474,42747,32.8,4
Jeanneau,Sun Odyssey 54 DS,55,Caribbean,British Virgin Islands,618000,2017,0,16.74,14.78,4.85,112.78,1.98,17000,42747,32.8,3
Lagoon,450,45.8,Caribbean,British Virgin Islands,665000,2019,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,1
Lagoon,450,45.8,Caribbean,British Virgin Islands,666903,2019,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,1
Lagoon,450,45.8,Caribbean,British Virgin Islands,668327,2019,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,1
Lagoon,450,45.8,Caribbean,British Virgin Islands,699635,2019,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,1
Lagoon,450,45.8,Caribbean,British Virgin Islands,702976,2019,1,13.96,13.26,7.87,129.88,1.3,15003,42747,32.8,1
Oyster,54,54,Europe,Gibraltar,792729,2008,0,14.81,12.36,4.41,119.94,2.16,16000,42747,32.8,12
Lagoon,50F,48,Caribbean,British Virgin Islands,1082175,2019,1,14.75,14.31,8.1,144,1.4,19956,42747,32.8,1
Beneteau,America 50,50,Caribbean,Guadeloupe,54681,2010,0,15.1,13.3,4.5,109.9,1.7,12453,40494,31.2,10
Bavaria,38 Cruiser,38,Caribbean,Martinique,92351,2008,0,12.3,10.26,3.86,69.77,1.7,6985,40494,31.2,12
Bavaria,41 Cruiser,40,Caribbean,Martinique,120299,2013,0,12.35,10.75,3.96,81.94,2.05,8680,40494,31.2,7
Jeanneau,Sun Odyssey 44i,45,Caribbean,Martinique,127300,2009,0,13.75,11.45,4.37,100.52,2.05,9930,40494,31.2,11
Beneteau,Oceanis 41,40,Caribbean,Martinique,139000,2012,0,12.38,11.3,4.2,83.8,2.05,8450,40494,31.2,8
Bavaria,Cruiser 46,46,Caribbean,Martinique,151892,2007,0,14.27,12.74,4.35,107.95,2.1,12600,40494,31.2,13
Beneteau,Cyclades 50.5,51,Caribbean,Martinique,155538,2009,0,15.65,13.18,4.9,99.13,2,12680,40494,31.2,11
Hanse,430e,43,Caribbean,Martinique,157907,2007,0,13.3,12,4.18,94.95,2.16,10900,40494,31.2,13
Jeanneau,Sun Odyssey 49,49,Caribbean,Martinique,157968,2005,0,14.98,12.9,4.5,93.37,2.36,12600,40494,31.2,15
Hanse,445,44,Caribbean,Guadeloupe,176131,2013,0,13.52,12.2,4.38,94.85,2.25,11000,40494,31.2,7
Hanse,445,44,Caribbean,Martinique,176131,2013,0,13.52,12.2,4.38,94.85,2.25,11000,40494,31.2,7
Beneteau,Oceanis 54,54,Caribbean,Guadeloupe,182000,2009,0,13.84,12.8,4.5,99.96,2.16,9547,40494,31.2,11
Beneteau,Oceanis 50,49,Caribbean,Martinique,187131,2010,0,15.1,13.3,4.5,109.9,1.7,12453,40494,31.2,10
Beneteau,Oceanis 54,54,Caribbean,Guadeloupe,188347,2009,0,13.84,12.8,4.5,99.96,2.16,9547,40494,31.2,11
Nautitech,40.2,39,Caribbean,Martinique,194200,2009,1,12.09,12.09,6.48,86.96,1.19,7400,40494,31.2,11
Nautitech,40.2,39,Caribbean,Martinique,194422,2009,1,12.09,12.09,6.48,86.96,1.19,7400,40494,31.2,11
Beneteau,First 45,45,Caribbean,Martinique,194422,2011,0,13.87,11.99,4.29,84.91,2.44,12020,40494,31.2,9
Lagoon,380,38,Caribbean,Guadeloupe,200071,2005,1,11.55,11,6.53,77.02,1.15,7260,40494,31.2,15
Bavaria,Cruiser 50,49,Caribbean,Martinique,200498,2007,0,14.99,13.86,4.67,116.59,1.85,12600,40494,31.2,13
Lagoon,380,38,Caribbean,Martinique,204921,2005,1,11.55,11,6.53,77.02,1.15,7260,40494,31.2,15
Fountaine Pajot,Lavezzi 40,39,Caribbean,Guadeloupe,205124,2009,1,11.92,11.92,6.52,90.02,1.1,6000,40494,31.2,11
Beneteau,Oceanis 50,49,Caribbean,Martinique,206574,2007,0,15.1,13.3,4.5,109.9,1.7,12453,40494,31.2,13
Jeanneau,Sun Odyssey 50 DS,49,Caribbean,Martinique,206574,2009,0,15.07,13.12,4.49,101.1,2.15,13400,40494,31.2,11
Lagoon,380,38,Caribbean,Martinique,210000,2016,1,11.55,11,6.53,77.02,1.15,7260,40494,31.2,4
Nautitech,40.2,39,Caribbean,Martinique,216047,2008,1,12.09,12.09,6.48,86.96,1.19,7400,40494,31.2,12
Lagoon,380,38,Caribbean,Martinique,217261,2014,1,11.55,11,6.53,77.02,1.15,7260,40494,31.2,6
Lagoon,380,38,Caribbean,Martinique,218259,2014,1,11.55,11,6.53,77.02,1.15,7260,40494,31.2,6
Lagoon,380,38,Caribbean,Martinique,218259,2015,1,11.55,11,6.53,77.02,1.15,7260,40494,31.2,5
Fountaine Pajot,Lipari 41,39,Caribbean,Martinique,218725,2011,1,11.95,11.82,6.75,67.45,1.1,9800,40494,31.2,9
Lagoon,380 S2,38,Caribbean,Martinique,218725,2014,1,11.58,10,3.66,79.99,2.07,6200,40494,31.2,6
Jeanneau,Sun Odyssey 54 DS,55,Caribbean,Guadeloupe,219940,2009,0,16.74,14.78,4.85,112.78,1.98,17000,40494,31.2,11
